fecha,hora,precio,weekday
1998-06-22,11.5,17.23474,0
1998-06-23,11.5,16.98224,1
1998-06-24,11.5,17.588906666666666,2
1998-06-25,11.5,17.398073333333333,3
1998-06-26,11.5,17.52349,4
1998-06-27,11.5,17.598906666666668,5
1998-06-28,11.5,16.479323333333333,6
1998-06-29,11.5,16.151406666666666,0
1998-06-30,11.5,16.69724,1
1998-07-01,11.5,18.74141333333333,2
1998-07-02,11.5,20.36608,3
1998-07-03,11.5,17.326413333333335,4
1998-07-04,11.5,18.627913333333336,5
1998-07-05,11.5,17.937663333333337,6
1998-07-06,11.5,18.170996666666667,0
1998-07-07,11.5,17.72558,1
1998-07-08,11.5,18.402038333333333,2
1998-07-09,11.5,19.718163333333333,3
1998-07-10,11.5,19.002621666666663,4
1998-07-11,11.5,17.598413333333333,5
1998-07-12,11.5,16.684788333333334,6
1998-07-13,11.5,18.349663333333336,0
1998-07-14,11.5,17.750246666666666,1
1998-07-15,11.5,15.71233,2
1998-07-16,11.5,16.14508,3
1998-07-17,11.5,16.25974666666667,4
1998-07-18,11.5,17.211746666666667,5
1998-07-19,11.5,15.377746666666669,6
1998-07-20,11.5,14.065121666666665,0
1998-07-21,11.5,18.415496666666662,1
1998-07-22,11.5,18.097621666666665,2
1998-07-23,11.5,19.719746666666666,3
1998-07-24,11.5,18.02108,4
1998-07-25,11.5,16.918121666666668,5
1998-07-26,11.5,14.984996666666666,6
1998-07-27,11.5,20.09208,0
1998-07-28,11.5,18.95353833333333,1
1998-07-29,11.5,21.69378833333333,2
1998-07-30,11.5,20.228705,3
1998-07-31,11.5,19.667538333333333,4
1998-08-01,11.5,19.392401666666668,5
1998-08-02,11.5,17.89311,6
1998-08-03,11.5,19.23511,0
1998-08-04,11.5,20.125943333333336,1
1998-08-05,11.5,21.124026666666666,2
1998-08-06,11.5,20.90761,3
1998-08-07,11.5,16.588776666666664,4
1998-08-08,11.5,17.443985,5
1998-08-09,11.5,17.803568333333335,6
1998-08-10,11.5,20.19744333333333,0
1998-08-11,11.5,22.303610000000003,1
1998-08-12,11.5,20.95319333333333,2
1998-08-13,11.5,21.190776666666668,3
1998-08-14,11.5,20.243818333333333,4
1998-08-15,11.5,19.834151666666667,5
1998-08-16,11.5,18.479776666666663,6
1998-08-17,11.5,17.59161,0
1998-08-18,11.5,21.176068333333333,1
1998-08-19,11.5,20.648485,2
1998-08-20,11.5,21.289485000000003,3
1998-08-21,11.5,20.59286,4
1998-08-22,11.5,21.350401666666667,5
1998-08-23,11.5,18.60494333333333,6
1998-08-24,11.5,22.547901666666665,0
1998-08-25,11.5,23.03581833333333,1
1998-08-26,11.5,23.50127666666667,2
1998-08-27,11.5,22.805443333333333,3
1998-08-28,11.5,23.16544333333333,4
1998-08-29,11.5,23.363776666666663,5
1998-08-30,11.5,23.04294333333333,6
1998-08-31,11.5,24.25711,0
1998-09-01,11.5,24.96365,1
1998-09-02,11.5,24.861566666666665,2
1998-09-03,11.5,24.614483333333336,3
1998-09-04,11.5,24.066566666666663,4
1998-09-05,11.5,21.071816666666667,5
1998-09-06,11.5,22.22706666666667,6
1998-09-07,11.5,24.859066666666667,0
1998-09-08,11.5,24.95365,1
1998-09-09,11.5,24.08198333333333,2
1998-09-10,11.5,25.636983333333333,3
1998-09-11,11.5,23.65765,4
1998-09-12,11.5,25.0844,5
1998-09-13,11.5,18.606816666666663,6
1998-09-14,11.5,18.924066666666665,0
1998-09-15,11.5,22.076525,1
1998-09-16,11.5,22.094441666666665,2
1998-09-17,11.5,19.611691666666665,3
1998-09-18,11.5,19.789525,4
1998-09-19,11.5,18.854858333333333,5
1998-09-20,11.5,19.0774,6
1998-09-21,11.5,20.979066666666665,0
1998-09-22,11.5,19.35365,1
1998-09-23,11.5,22.1174,2
1998-09-24,11.5,23.939608333333336,3
1998-09-25,11.5,21.817400000000003,4
1998-09-26,11.5,22.87069166666667,5
1998-09-27,11.5,22.2234,6
1998-09-28,11.5,23.450316666666662,0
1998-09-29,11.5,24.376566666666665,1
1998-09-30,11.5,26.60744166666667,2
1998-10-01,11.5,23.658486666666665,3
1998-10-02,11.5,23.178486666666668,4
1998-10-03,11.5,21.56598666666667,5
1998-10-04,11.5,21.265986666666667,6
1998-10-05,11.5,21.402236666666667,0
1998-10-06,11.5,21.239736666666666,1
1998-10-07,11.5,22.880153333333336,2
1998-10-08,11.5,23.99182,3
1998-10-09,11.5,23.438486666666662,4
1998-10-10,11.5,24.495986666666667,5
1998-10-11,11.5,22.31515333333333,6
1998-10-12,11.5,21.10932,0
1998-10-13,11.5,21.20640333333333,1
1998-10-14,11.5,21.16682,2
1998-10-15,11.5,22.90557,3
1998-10-16,11.5,23.21682,4
1998-10-17,11.5,23.563486666666662,5
1998-10-18,11.5,22.992236666666667,6
1998-10-19,11.5,24.75932,0
1998-10-20,11.5,24.790153333333333,1
1998-10-21,11.5,25.070986666666663,2
1998-10-22,11.5,25.64015333333333,3
1998-10-23,11.5,24.824736666666663,4
1998-10-24,11.5,26.070986666666663,5
1998-10-25,11.5,23.370986666666667,6
1998-10-26,11.5,25.40015333333333,0
1998-10-27,11.5,24.84182,1
1998-10-28,11.5,24.567236666666663,2
1998-10-29,11.5,23.97682,3
1998-10-30,11.5,24.26307,4
1998-10-31,11.5,21.900986666666668,5
1998-11-01,11.5,21.85779,6
1998-11-02,11.5,22.642206666666667,0
1998-11-03,11.5,23.56112333333333,1
1998-11-04,11.5,23.604456666666664,2
1998-11-05,11.5,31.527790000000007,3
1998-11-06,11.5,24.966956666666665,4
1998-11-07,11.5,25.84612333333333,5
1998-11-08,11.5,24.539873333333333,6
1998-11-09,11.5,22.96529,0
1998-11-10,11.5,25.91237333333333,1
1998-11-11,11.5,22.59487333333333,2
1998-11-12,11.5,20.189456666666665,3
1998-11-13,11.5,24.239456666666666,4
1998-11-14,11.5,21.72529,5
1998-11-15,11.5,21.13779,6
1998-11-16,11.5,20.86279,0
1998-11-17,11.5,25.382373333333334,1
1998-11-18,11.5,24.62962333333333,2
1998-11-19,11.5,25.060706666666665,3
1998-11-20,11.5,24.75179,4
1998-11-21,11.5,24.113915,5
1998-11-22,11.5,21.695248333333332,6
1998-11-23,11.5,24.237956666666665,0
1998-11-24,11.5,24.17124833333333,1
1998-11-25,11.5,27.95270666666667,2
